sport,event_id,market,selection,line,price,participant,opponent,team_name,home_team,away_team,book,fetched_at
mlb,33984822,hits_milestones,3+,,1480.0,Wenceel Perez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-169.0,Matt Vierling,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,331.0,Matt Vierling,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,1560.0,Matt Vierling,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-174.0,Kevin McGonigle,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,319.0,Kevin McGonigle,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,1580.0,Kevin McGonigle,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-174.0,Jonathan India,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,320.0,Jonathan India,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,1600.0,Jonathan India,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-164.0,Carter Jensen,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,354.0,Carter Jensen,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,1760.0,Carter Jensen,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-161.0,Riley Greene,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,362.0,Riley Greene,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,1880.0,Riley Greene,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-152.0,Javier Baez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,381.0,Javier Baez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,2000.0,Javier Baez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-142.0,Isaac Collins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,413.0,Isaac Collins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,2100.0,Isaac Collins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-148.0,Spencer Torkelson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,396.0,Spencer Torkelson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,2100.0,Spencer Torkelson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,1+,,-119.0,Zach McKinstry,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,2+,,501.0,Zach McKinstry,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,hits_milestones,3+,,2700.0,Zach McKinstry,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,moneyline,yes,,107.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,moneyline,yes,,-128.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,spread,yes,-1.5,163.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,spread,yes,1.5,-199.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,game_total_runs,over,8.0,-105.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,game_total_runs,under,8.0,-114.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,511.0,Spencer Torkelson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,5100.0,Spencer Torkelson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,593.0,Salvador Perez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,6500.0,Salvador Perez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,589.0,Bobby Witt Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,6600.0,Bobby Witt Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,600.0,Dillon Dingler,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,7000.0,Dillon Dingler,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,630.0,Wenceel Perez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,7100.0,Wenceel Perez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,690.0,Riley Greene,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,7900.0,Riley Greene,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,770.0,Kevin McGonigle,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,8400.0,Kevin McGonigle,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,710.0,Gleyber Torres,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,8500.0,Gleyber Torres,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,800.0,Matt Vierling,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,9800.0,Matt Vierling,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1020.0,Carter Jensen,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,10000.0,Carter Jensen,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,780.0,Javier Baez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,10000.0,Javier Baez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,850.0,Lane Thomas,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,10000.0,Lane Thomas,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1060.0,Vinnie Pasquantino,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,10000.0,Vinnie Pasquantino,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1060.0,Zach McKinstry,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,2+,,10000.0,Zach McKinstry,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1060.0,Jonathan India,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1080.0,Starling Marte,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1180.0,Maikel Garcia,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,home_runs_milestones,1+,,1460.0,Isaac Collins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_hits,over,7.5,105.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_hits,under,7.5,-135.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_hits,over,8.5,100.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_hits,under,8.5,-130.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_runs,over,3.5,-125.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_runs,under,3.5,-105.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_runs,over,3.5,-120.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,team_total_runs,under,3.5,-110.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,0.5,-1600.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,0.5,850.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,1.5,-450.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,1.5,330.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,2.5,-210.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,2.5,160.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,4.5,135.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,4.5,-180.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,5.5,220.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,5.5,-285.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,6.5,330.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,6.5,-450.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,7.5,500.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,7.5,-750.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,8.5,750.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,8.5,-1200.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,9.5,1000.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,9.5,-2000.0,DET Tigers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,0.5,-1600.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,0.5,850.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,1.5,-450.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,1.5,330.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,2.5,-215.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,2.5,165.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,4.5,135.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,4.5,-175.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,5.5,215.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,5.5,-285.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,6.5,340.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,6.5,-475.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,7.5,500.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,7.5,-750.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,8.5,800.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,8.5,-1400.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,over,9.5,1200.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,alternate_team_total_runs,under,9.5,-2500.0,KC Royals,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,4+,,-1520.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,5+,,-565.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,6+,,-255.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,7+,,-126.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,8+,,151.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,9+,,289.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,10+,,560.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,11+,,1060.0,Cole Ragans,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,3+,,-880.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,4+,,-321.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,5+,,-142.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,6+,,144.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,7+,,292.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,8+,,593.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984822,strikeouts_thrown_milestones,9+,,1160.0,Framber Valdez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-356.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,144.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,610.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,4+,,2800.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-261.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,197.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,860.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,4+,,3800.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-236.0,Jung Hoo Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,234.0,Jung Hoo Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1080.0,Jung Hoo Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,4+,,4600.0,Jung Hoo Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-227.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,250.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1120.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,4+,,4600.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-227.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,238.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1120.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,4+,,5100.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-225.0,Rafael Devers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,246.0,Rafael Devers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1080.0,Rafael Devers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-230.0,Sal Stewart,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,245.0,Sal Stewart,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1240.0,Sal Stewart,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-209.0,Matt McLain,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,262.0,Matt McLain,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1260.0,Matt McLain,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-197.0,Dane Myers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,281.0,Dane Myers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1320.0,Dane Myers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-202.0,Elly De La Cruz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,281.0,Elly De La Cruz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1320.0,Elly De La Cruz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-199.0,Heliot Ramos,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,278.0,Heliot Ramos,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1360.0,Heliot Ramos,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-178.0,Patrick Bailey,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,313.0,Patrick Bailey,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1560.0,Patrick Bailey,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-177.0,Spencer Steer,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,327.0,Spencer Steer,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1720.0,Spencer Steer,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-164.0,Jared Oliva,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,355.0,Jared Oliva,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1800.0,Jared Oliva,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-160.0,Eugenio Suarez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,362.0,Eugenio Suarez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1820.0,Eugenio Suarez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-159.0,Tyler Stephenson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,361.0,Tyler Stephenson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1860.0,Tyler Stephenson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-152.0,Ke'Bryan Hayes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,380.0,Ke'Bryan Hayes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,1980.0,Ke'Bryan Hayes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,1+,,-138.0,Rece Hinds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,2+,,426.0,Rece Hinds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,hits_milestones,3+,,2300.0,Rece Hinds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,moneyline,yes,,-105.0,SF Giants,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,moneyline,yes,,-115.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,spread,yes,-1.5,147.0,SF Giants,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,spread,yes,1.5,-178.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,game_total_runs,over,9.0,-108.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,game_total_runs,under,9.0,-112.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,310.0,Rafael Devers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,3300.0,Rafael Devers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,372.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,3300.0,Willy Adames,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,322.0,Eugenio Suarez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,3400.0,Eugenio Suarez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,338.0,Sal Stewart,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,3500.0,Sal Stewart,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,356.0,Elly De La Cruz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,3800.0,Elly De La Cruz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,458.0,Tyler Stephenson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,4900.0,Tyler Stephenson,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,452.0,Spencer Steer,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,5300.0,Spencer Steer,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,504.0,Dane Myers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,5400.0,Dane Myers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,489.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,5600.0,Matt Chapman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,560.0,Rece Hinds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,6300.0,Rece Hinds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,532.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,6400.0,Casey Schmitt,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,553.0,Matt McLain,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,6400.0,Matt McLain,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,591.0,Jared Oliva,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,6900.0,Jared Oliva,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,640.0,Patrick Bailey,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,8100.0,Patrick Bailey,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,700.0,Heliot Ramos,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,8900.0,Heliot Ramos,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,860.0,Ke'Bryan Hayes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,10000.0,Ke'Bryan Hayes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,1060.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,2+,,10000.0,Luis Arraez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,home_runs_milestones,1+,,1060.0,Jung Hoo Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,0.5,-4000.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,0.5,1500.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,1.5,-800.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,1.5,500.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,2.5,-320.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,2.5,240.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,3.5,-165.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,3.5,130.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,5.5,170.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,5.5,-220.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,over,6.5,275.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984821,alternate_team_total_runs,under,6.5,-370.0,CIN Reds,,,,,DraftKings,2026-04-14T20:34:24Z
