book,sport,event_id,market_id,selection_id,fetched_at,market_name,market_family,scope,segment,is_milestone,milestone_value,line,selection,participant,team_name,home_team,away_team,price_american,implied_prob,fair_prob,market_group_key,outcome_key,projection_mean,projection_prob,model_prob,edge_pct_points,score_status
FanDuel,mlb,35487023,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Detroit Tigers,Detroit Tigers,Kansas City Royals,-122.0,0.5495495495495496,,35487023|team|full_game|moneyline|detroit_tigers|ou_or_side|0,35487023|team|full_game|moneyline|detroit_tigers|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487026,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Arizona Diamondbacks,Baltimore Orioles,Arizona Diamondbacks,134.0,0.42735042735042733,,35487026|team|full_game|moneyline|arizona_diamondbacks|ou_or_side|0,35487026|team|full_game|moneyline|arizona_diamondbacks|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487026,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Baltimore Orioles,Baltimore Orioles,Arizona Diamondbacks,-158.0,0.6124031007751938,,35487026|team|full_game|moneyline|baltimore_orioles|ou_or_side|0,35487026|team|full_game|moneyline|baltimore_orioles|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487022,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Miami Marlins,Atlanta Braves,Miami Marlins,136.0,0.423728813559322,,35487022|team|full_game|moneyline|miami_marlins|ou_or_side|0,35487022|team|full_game|moneyline|miami_marlins|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487022,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Atlanta Braves,Atlanta Braves,Miami Marlins,-162.0,0.6183206106870229,,35487022|team|full_game|moneyline|atlanta_braves|ou_or_side|0,35487022|team|full_game|moneyline|atlanta_braves|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487022,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,away,,Miami Marlins,Atlanta Braves,Miami Marlins,-164.0,0.6212121212121212,,35487022|team|full_game|spread|miami_marlins|ou_or_side|1.5,35487022|team|full_game|spread|miami_marlins|ou_or_side|1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487022,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,home,,Atlanta Braves,Atlanta Braves,Miami Marlins,136.0,0.423728813559322,,35487022|team|full_game|spread|atlanta_braves|ou_or_side|-1.5,35487022|team|full_game|spread|atlanta_braves|ou_or_side|-1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487017,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,away,,Washington Nationals,Pittsburgh Pirates,Washington Nationals,-134.0,0.5726495726495726,,35487017|team|full_game|spread|washington_nationals|ou_or_side|1.5,35487017|team|full_game|spread|washington_nationals|ou_or_side|1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487017,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,home,,Pittsburgh Pirates,Pittsburgh Pirates,Washington Nationals,112.0,0.4716981132075472,,35487017|team|full_game|spread|pittsburgh_pirates|ou_or_side|-1.5,35487017|team|full_game|spread|pittsburgh_pirates|ou_or_side|-1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487013,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,away,,Chicago Cubs,Philadelphia Phillies,Chicago Cubs,-176.0,0.6376811594202898,,35487013|team|full_game|spread|chicago_cubs|ou_or_side|1.5,35487013|team|full_game|spread|chicago_cubs|ou_or_side|1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487013,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,home,,Philadelphia Phillies,Philadelphia Phillies,Chicago Cubs,146.0,0.4065040650406504,,35487013|team|full_game|spread|philadelphia_phillies|ou_or_side|-1.5,35487013|team|full_game|spread|philadelphia_phillies|ou_or_side|-1.5|home,,,,,unscored_no_projection
FanDuel,nhl,35473472,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Colorado Avalanche,Calgary Flames,Colorado Avalanche,-144.0,0.5901639344262295,,35473472|team|full_game|moneyline|colorado_avalanche|ou_or_side|0,35473472|team|full_game|moneyline|colorado_avalanche|ou_or_side|0|away,,,,,unscored_no_projection
